-5.112448334693908691e-01,7.659945636987686157e-02
-5.109093189239501953e-01,7.655809819698333740e-02
-5.104676485061645508e-01,7.639954239130020142e-02
-5.103266239166259766e-01,7.632801681756973267e-02
-5.052746534347534180e-01,7.607204467058181763e-02
-4.969417452812194824e-01,7.598932087421417236e-02
-4.875987172126770020e-01,7.916131615638732910e-02
-4.765272736549377441e-01,8.274650573730468750e-02
-4.428457021713256836e-01,7.522772252559661865e-02
-4.097318351268768311e-01,8.728677034378051758e-02
-4.010573625564575195e-01,4.612910747528076172e-02
-3.757242560386657715e-01,5.089330673217773438e-02
-3.448251187801361084e-01,6.392969936132431030e-02
-3.211932480335235596e-01,3.265648707747459412e-02
-2.955225408077239990e-01,6.917072832584381104e-02
-2.766227722167968750e-01,2.891000360250473022e-03
-2.256498783826828003e-01,3.450748696923255920e-02
-2.079234868288040161e-01,3.592454269528388977e-02
-1.212631538510322571e-01,-3.617600351572036743e-02
-1.934846043586730957e-01,-1.376718003302812576e-02
-1.390063911676406860e-01,8.957780897617340088e-02
3.087962046265602112e-02,-1.042448822408914566e-02
-7.611181586980819702e-02,-1.438973098993301392e-01
-3.579635918140411377e-02,8.077935874462127686e-02
7.679723948240280151e-02,5.122845061123371124e-03
-1.051279529929161072e-01,-7.531390339136123657e-02
-6.271283328533172607e-02,6.676420569419860840e-03
3.098330833017826080e-02,-1.909103840589523315e-01
8.790908008813858032e-02,-8.749055862426757812e-02
6.539648026227951050e-02,-9.320454299449920654e-02
5.799846351146697998e-02,-1.304476410150527954e-01
7.432904839515686035e-02,-1.936707943677902222e-01
2.026000991463661194e-02,-1.452990174293518066e-01
8.307776600122451782e-02,-1.485685557126998901e-01
-3.957500681281089783e-03,-2.326008081436157227e-01
1.772348955273628235e-02,-8.394426107406616211e-02
1.032794862985610962e-01,-1.871481090784072876e-01
4.963866248726844788e-02,-1.853654682636260986e-01
7.564835995435714722e-02,-2.315296083688735962e-01
6.746482849121093750e-02,-2.749816775321960449e-01
1.183537468314170837e-01,-2.541985213756561279e-01
5.351730063557624817e-02,-2.649891376495361328e-01
1.102805957198143005e-01,-2.911620736122131348e-01
9.489951282739639282e-02,-2.570589482784271240e-01
1.091247648000717163e-01,-3.044879734516143799e-01
7.556135207414627075e-02,-2.980018556118011475e-01
8.278209716081619263e-02,-3.310358226299285889e-01
1.085212007164955139e-01,-3.284935653209686279e-01
1.234757378697395325e-01,-3.463835716247558594e-01
1.019776612520217896e-01,-3.535699844360351562e-01
7.764746248722076416e-02,-3.620165586471557617e-01
1.083421781659126282e-01,-3.619344532489776611e-01
1.043064370751380920e-01,-3.845421373844146729e-01
8.881527185440063477e-02,-3.981133401393890381e-01
1.133396625518798828e-01,-3.990870416164398193e-01
1.035520061850547791e-01,-4.306949377059936523e-01
8.131153136491775513e-02,-4.367450177669525146e-01
1.000162288546562195e-01,-4.510790705680847168e-01
8.300482481718063354e-02,-4.645103216171264648e-01
9.200604259967803955e-02,-4.737498462200164795e-01
8.311364799737930298e-02,-5.015673041343688965e-01
7.732363045215606689e-02,-5.168088078498840332e-01
8.097616583108901978e-02,-5.469173192977905273e-01
6.021210551261901855e-02,-5.434141159057617188e-01
6.452610343694686890e-02,-5.600771903991699219e-01
5.955772474408149719e-02,-5.856642723083496094e-01
5.897448211908340454e-02,-6.106321215629577637e-01
5.280345305800437927e-02,-6.223285794258117676e-01
4.402856156229972839e-02,-6.132742762565612793e-01
4.946731030941009521e-02,-6.410904526710510254e-01
3.534129634499549866e-02,-6.422315239906311035e-01
4.056097939610481262e-02,-6.574816703796386719e-01
4.302962496876716614e-02,-6.670122742652893066e-01
3.217684105038642883e-02,-6.681779623031616211e-01
4.508338868618011475e-02,-6.791750788688659668e-01
2.441482618451118469e-02,-6.750636696815490723e-01
3.087381646037101746e-02,-6.858022809028625488e-01
3.491126373410224915e-02,-6.966285109519958496e-01
2.818651869893074036e-02,-6.976790428161621094e-01
2.331940457224845886e-02,-7.018759250640869141e-01
2.999404445290565491e-02,-7.116941809654235840e-01
2.265303768217563629e-02,-7.074462771415710449e-01
2.437400259077548981e-02,-7.154883146286010742e-01
2.158289402723312378e-02,-7.275404334068298340e-01
2.274895086884498596e-02,-7.212913036346435547e-01
2.478114515542984009e-02,-7.348616719245910645e-01
1.700848527252674103e-02,-7.405605912208557129e-01
1.824803836643695831e-02,-7.470433115959167480e-01
1.937323994934558868e-02,-7.386322617530822754e-01
2.069461159408092499e-02,-7.363862991333007812e-01
1.603361591696739197e-02,-7.336422801017761230e-01
1.796241477131843567e-02,-7.483389377593994141e-01
2.131666243076324463e-02,-7.413175702095031738e-01
1.890437677502632141e-02,-7.429574131965637207e-01
1.796090044081211090e-02,-7.483481168746948242e-01
1.797599159181118011e-02,-7.482324242591857910e-01
1.802586764097213745e-02,-7.472916841506958008e-01
1.796121895313262939e-02,-7.483439445495605469e-01
1.797513291239738464e-02,-7.482213377952575684e-01
1.796032860875129700e-02,-7.483513951301574707e-01
-5.107016563415527344e-01,7.677707076072692871e-02
-5.107553601264953613e-01,7.652213424444198608e-02
-5.105391740798950195e-01,7.649803906679153442e-02
-5.107288956642150879e-01,7.621012628078460693e-02
-5.016928911209106445e-01,7.578526437282562256e-02
-4.891882836818695068e-01,7.105345278978347778e-02
-4.788205921649932861e-01,6.640402972698211670e-02
-4.709458947181701660e-01,7.303012162446975708e-02
-4.323034882545471191e-01,6.576868891716003418e-02
-4.156242012977600098e-01,6.944332271814346313e-02
-3.915742039680480957e-01,7.969733327627182007e-02
-3.736347556114196777e-01,9.025729447603225708e-02
-3.363582789897918701e-01,8.040792495012283325e-02
-3.175146579742431641e-01,5.695104226469993591e-02
-2.986054122447967529e-01,9.823327511548995972e-02
-2.639667391777038574e-01,1.086128503084182739e-01
-2.437053322792053223e-01,6.660935282707214355e-02
-2.263967692852020264e-01,9.994163364171981812e-02
-1.687496155500411987e-01,5.339317768812179565e-02
-1.133490353822708130e-01,1.363974064588546753e-01
1.772904209792613983e-02,1.491931378841400146e-01
-6.330914050340652466e-02,4.382959753274917603e-02
1.197737175971269608e-02,-1.868144609034061432e-02
-1.435494273900985718e-01,1.724760979413986206e-01
-1.312195044010877609e-02,3.709115833044052124e-02
-7.306218147277832031e-03,2.105884104967117310e-01
-6.329535972326993942e-03,-7.112180441617965698e-02
-1.542128040455281734e-03,1.096629127860069275e-01
6.845438852906227112e-03,2.445195466279983521e-01
5.709084495902061462e-02,1.379234939813613892e-01
9.009114652872085571e-02,1.891349256038665771e-01
6.087213382124900818e-02,2.051031738519668579e-01
7.848905026912689209e-02,1.834699362516403198e-01
1.091962605714797974e-01,2.182254195213317871e-01
8.193182200193405151e-02,2.279869318008422852e-01
3.059045039117336273e-02,6.124270334839820862e-02
-8.324240916408598423e-04,1.870465129613876343e-01
-9.223438054323196411e-02,1.599646210670471191e-01
9.190611541271209717e-02,1.466142386198043823e-01
2.281616441905498505e-02,1.892541944980621338e-01
-4.454680159687995911e-02,1.343461126089096069e-01
2.081098966300487518e-02,2.753969728946685791e-01
9.784925729036331177e-02,1.556285768747329712e-01
5.305709317326545715e-02,2.542923092842102051e-01
7.539116591215133667e-02,3.218877911567687988e-01
1.082732602953910828e-01,2.460748255252838135e-01
8.067663013935089111e-02,2.913609147071838379e-01
1.271497309207916260e-01,3.003997206687927246e-01
2.393069677054882050e-03,2.971057891845703125e-01
1.101882681250572205e-01,3.170550763607025146e-01
9.166385978460311890e-02,3.453569412231445312e-01
7.634256035089492798e-02,3.625136911869049072e-01
1.339976042509078979e-01,3.401462435722351074e-01
1.052851155400276184e-01,3.701504766941070557e-01
1.384643912315368652e-01,3.677442669868469238e-01
1.292476356029510498e-01,3.973995745182037354e-01
8.971910178661346436e-02,3.877198696136474609e-01
1.081518158316612244e-01,4.148633182048797607e-01
1.433642953634262085e-01,4.068796336650848389e-01
1.443922221660614014e-01,4.292252659797668457e-01
1.180418059229850769e-01,4.339196681976318359e-01
1.334882080554962158e-01,4.434876143932342529e-01
1.183754429221153259e-01,4.535166919231414795e-01
1.300324499607086182e-01,4.692166447639465332e-01
1.475884914398193359e-01,4.776484370231628418e-01
1.264896988868713379e-01,4.815580844879150391e-01
1.362605988979339600e-01,5.017151236534118652e-01
1.311687827110290527e-01,5.164756178855895996e-01
1.403497159481048584e-01,5.273432731628417969e-01
1.395162791013717651e-01,5.542832016944885254e-01
1.390819102525711060e-01,5.685515999794006348e-01
1.401333063840866089e-01,5.827761292457580566e-01
1.529623717069625854e-01,6.172001361846923828e-01
1.338740140199661255e-01,6.201210618019104004e-01
1.442944705486297607e-01,6.311253905296325684e-01
1.531693786382675171e-01,6.515984535217285156e-01
1.400765478610992432e-01,6.536180973052978516e-01
1.471060961484909058e-01,6.689093708992004395e-01
1.490336060523986816e-01,6.745798587799072266e-01
1.496906429529190063e-01,6.826407313346862793e-01
1.424480974674224854e-01,6.901338696479797363e-01
1.569994091987609863e-01,6.881908178329467773e-01
1.510155946016311646e-01,7.002375125885009766e-01
1.518176645040512085e-01,7.039415836334228516e-01
1.497597545385360718e-01,7.205525040626525879e-01
1.525889784097671509e-01,7.142864465713500977e-01
1.571044772863388062e-01,7.194592356681823730e-01
1.533884704113006592e-01,7.197549939155578613e-01
1.540358811616897583e-01,7.244345545768737793e-01
1.536981612443923950e-01,7.269557714462280273e-01
1.549246758222579956e-01,7.265660762786865234e-01
1.548450291156768799e-01,7.303498387336730957e-01
1.547629535198211670e-01,7.303221225738525391e-01
1.550698876380920410e-01,7.323175668716430664e-01
1.550743430852890015e-01,7.323324680328369141e-01
1.550522148609161377e-01,7.322027087211608887e-01
1.550653129816055298e-01,7.322196364402770996e-01
1.550695747137069702e-01,7.323141098022460938e-01
1.550668627023696899e-01,7.322967052459716797e-01
1.550712585449218750e-01,7.321906089782714844e-01
